Tanggal & Waktu,ID Struk,Tipe Penjualan,Nama Pelanggan,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Metode Pembayaran
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Red velvet,Non Coffee,3,"18,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Matcha Latte - Ice,Non Coffee,6,"18,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Mochachino - Ice,Coffee,2,"20,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Oglio Olio - Oglio Olio Tuna,Spaghetti,1,"27,500",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Oglio Olio - Oglio Olio Beef,Spaghetti,2,"25,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Lychee Tea,Tea,3,"20,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Chicken Teriyaki,Teriyaki Rice,2,"27,500",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Coffee Latte - Ice,Coffee,3,"20,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Rice Chicken Katsu Mentai,Curry,2,"28,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Chicken Katsu Curry,Curry,2,"35,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Curry Mee,MEE TIME,2,"25,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Mie Statistika Bisnis,MEE TIME,1,"20,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Chocolate - Ice,Non Coffee,1,"18,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Fettuccine Carbonara,Spaghetti,2,"30,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Mie Manajemen Resiko,MEE TIME,2,"18,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Mushroom Salt and Pepper,Light Meal,1,"25,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Mie Tek-Tek - Rebus,Fried Rice & Noodle,1,"22,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Caramel Machiato - Ice,Coffee,1,"22,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Mie Kalkulus,MEE TIME,2,"16,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Choco berries,Signature drinks,1,"20,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Matcha Latte - Ice,Non Coffee,1,"18,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Gelato 1 scoop - Integrity Berry & cheese,GELATO,1,"20,000",tunai
02-06-2024 18:51:48,ZVLYFRMW9MKZY,dinein,Reservasi lutfi lt3,Gelato 1 scoop - Sticky Mango Dream,GELATO,1,"20,000",tunai
02-06-2024 18:49:09,D84KHVY8ZYMYK,dinein,D84KHVY8ZYMYK,Sparkling Lychee,Non Coffee,1,"22,000",non-tunai
02-06-2024 18:49:09,D84KHVY8ZYMYK,dinein,D84KHVY8ZYMYK,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
02-06-2024 18:49:09,D84KHVY8ZYMYK,dinein,D84KHVY8ZYMYK,Chicken Teriyaki,Teriyaki Rice,1,"27,500",non-tunai
02-06-2024 18:49:09,D84KHVY8ZYMYK,dinein,D84KHVY8ZYMYK,Jelly Spanish Latte,Coffee,1,"22,000",non-tunai
02-06-2024 18:49:09,D84KHVY8ZYMYK,dinein,D84KHVY8ZYMYK,Choco Diagram,Signature drinks,1,"20,000",non-tunai
02-06-2024 18:46:15,M8GQHGKMDKG4Z,dinein,M8GQHGKMDKG4Z,Mie Kalkulus,MEE TIME,1,"16,000",non-tunai
02-06-2024 18:46:15,M8GQHGKMDKG4Z,dinein,M8GQHGKMDKG4Z,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
02-06-2024 18:46:15,M8GQHGKMDKG4Z,dinein,M8GQHGKMDKG4Z,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 18:45:34,VPGDCZDL4DZL8,dinein,lt4,French Fries,Light Meal,2,"17,000",non-tunai
02-06-2024 18:30:36,P7WL2PJGMQ97L,dinein,lt2,Caramel Machiato - Ice,Coffee,2,"22,000",non-tunai
02-06-2024 18:29:03,WP9KCMKG4RBRV,dinein,lt2,Beef Black pepper,Teriyaki Rice,1,"35,000",non-tunai
02-06-2024 18:29:03,WP9KCMKG4RBRV,dinein,lt2,Mie Manajemen Resiko,MEE TIME,1,"18,000",non-tunai
02-06-2024 18:29:03,WP9KCMKG4RBRV,dinein,lt2,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
02-06-2024 18:29:03,WP9KCMKG4RBRV,dinein,lt2,Tea - Hot,Tea,1,"10,000",non-tunai
02-06-2024 18:29:03,WP9KCMKG4RBRV,dinein,lt2,Blackcurrant Tea,Non Coffee,1,"18,000",non-tunai
02-06-2024 18:20:58,4QBY2PZW9MQDG,dinein,Lt 3,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
02-06-2024 18:20:10,L6K7CLZ9MBYY4,dinein,Lt 2,Mochachino - Ice,Coffee,3,"20,000",non-tunai
02-06-2024 18:20:10,L6K7CLZ9MBYY4,dinein,Lt 2,Mie Kalkulus,MEE TIME,3,"16,000",non-tunai
02-06-2024 18:17:15,L6K7CLZ9MBY8Z,dinein,Lt 1,French Fries,Light Meal,1,"17,000",non-tunai
02-06-2024 18:16:05,7B4RFJN8RKMNG,dinein,Lt 2,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
02-06-2024 18:16:05,7B4RFJN8RKMNG,dinein,Lt 2,Beef Black pepper,Teriyaki Rice,1,"35,000",non-tunai
02-06-2024 18:16:05,7B4RFJN8RKMNG,dinein,Lt 2,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Lychee Tea,Tea,2,"20,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Salted caramel coffee,Coffee,1,"24,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Banana Cinnamon French Toast,Light Meal,1,"25,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Matcha Latte - Ice,Non Coffee,3,"18,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Mochachino - Ice,Coffee,1,"20,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Creamy cherry,Non Coffee,1,"20,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Sweet Toast Bomb Greentea,Dessert,1,"17,000",non-tunai
02-06-2024 18:13:33,YBMWF8RG6KGLK,dinein,RERVASI CACA,Sweet Toast Bomb Greentea,Dessert,1,"17,000",non-tunai
02-06-2024 18:05:11,GD6YSZWG87QRQ,dinein,ROOFTOP ,Moroco Mint,Non Coffee,1,"22,000",non-tunai
02-06-2024 18:05:11,GD6YSZWG87QRQ,dinein,ROOFTOP ,Choco Diagram,Signature drinks,1,"20,000",non-tunai
02-06-2024 18:05:11,GD6YSZWG87QRQ,dinein,ROOFTOP ,Platter Diagram,Light Meal,1,"46,000",non-tunai
02-06-2024 17:52:45,M8GQHGKMDYD4R,onlineorder,M8GQHGKMDYD4R,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
02-06-2024 17:52:34,WP9KCMKG4R4LJ,onlineorder,WP9KCMKG4R4LJ,Kopi susu diagram - Creamy,Coffee,2,"20,000",non-tunai
02-06-2024 17:52:20,4QBY2PZW9M9WQ,onlineorder,4QBY2PZW9M9WQ,Beef Mushroom,Teriyaki Rice,1,"35,000",non-tunai
02-06-2024 17:52:08,D84KHVY8ZQZ8Q,onlineorder,D84KHVY8ZQZ8Q,Fettuccine Carbonara,Spaghetti,1,"30,000",non-tunai
02-06-2024 17:52:08,D84KHVY8ZQZ8Q,onlineorder,D84KHVY8ZQZ8Q,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
02-06-2024 17:51:55,VPGDCZDL48464,onlineorder,VPGDCZDL48464,Chicken Black pepper,Teriyaki Rice,1,"27,500",non-tunai
02-06-2024 17:51:36,VPGDCZDL484P4,onlineorder,VPGDCZDL484P4,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 17:51:36,VPGDCZDL484P4,onlineorder,VPGDCZDL484P4,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
02-06-2024 17:51:18,ZVLYFRMW9P99J,onlineorder,ZVLYFRMW9P99J,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
02-06-2024 17:51:18,ZVLYFRMW9P99J,onlineorder,ZVLYFRMW9P99J,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 17:50:12,QDLVSLGRYMYZN,dinein,Lt 2,Mango Tea,Tea,1,"18,000",non-tunai
02-06-2024 17:50:12,QDLVSLGRYMYZN,dinein,Lt 2,Caracao bliss,Fresh fruity,1,"22,000",non-tunai
02-06-2024 17:47:26,KLQ6HDG6L9LYN,dinein,lt 2,Creamy cherry,Non Coffee,1,"20,000",non-tunai
02-06-2024 17:46:49,WP9KCMKG4R4Z6,dinein,Lt 2,Creamy cherry,Non Coffee,1,"20,000",non-tunai
02-06-2024 17:38:29,ZVLYFRMW9PYJ8,onlineorder,ZVLYFRMW9PYJ8,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 17:37:22,M8GQHGKMDYBB9,dinein,2 outdoor ,Mie Statistika Bisnis,MEE TIME,1,"20,000",non-tunai
02-06-2024 17:37:22,M8GQHGKMDYBB9,dinein,2 outdoor ,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 17:34:15,GD6YSZWG87VZ4,dinein,lt 2 outdoor ,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
02-06-2024 17:31:49,RQ7Z278MJ9QP8,dinein,"Lt 2, ka dira",Vietnam drip,Coffee,1,"20,000",non-tunai
02-06-2024 17:30:29,L6K7CLZ9MBDDJ,dinein,L6K7CLZ9MBDDJ,Gelato 1 scoop - Coffee & Crumble,GELATO,1,"20,000",tunai
02-06-2024 17:29:17,6GBJ3WJGDKMJB,dinein,6GBJ3WJGDKMJB,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 17:24:50,P7WL2PJGMQ4MZ,dinein,lt1,Caramel Machiato - Ice,Coffee,1,"22,000",non-tunai
02-06-2024 17:22:40,QDLVSLGRYMDKV,dinein,lt2,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
02-06-2024 17:20:33,9Y47FR6JV4BGP,dinein,lt1,Lychee Tea,Tea,1,"20,000",non-tunai
02-06-2024 17:20:33,9Y47FR6JV4BGP,dinein,lt1,Orange Dynamic,Non Coffee,1,"20,000",non-tunai
02-06-2024 17:20:33,9Y47FR6JV4BGP,dinein,lt1,Mie Tek-Tek - Rebus,Fried Rice & Noodle,1,"22,000",non-tunai
02-06-2024 17:20:33,9Y47FR6JV4BGP,dinein,lt1,Kampung Fried Rice - Tidak Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
02-06-2024 17:20:33,9Y47FR6JV4BGP,dinein,lt1,Sandwich,Light Meal,1,"28,000",non-tunai
02-06-2024 17:20:33,9Y47FR6JV4BGP,dinein,lt1,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 17:15:00,QDLVSLGRYMVNJ,dinein,lt2,Vanilla Regal Diagram,Non Coffee,1,"22,000",non-tunai
02-06-2024 17:15:00,QDLVSLGRYMVNJ,dinein,lt2,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
02-06-2024 17:04:32,WP9KCMKG4RKVN,dinein,lt1,Curry Mee,MEE TIME,1,"25,000",non-tunai
02-06-2024 16:30:49,P7WL2PJGMQP8J,dinein,1,Chicken Katsu Curry,Curry,1,"35,000",non-tunai
02-06-2024 16:29:29,KLQ6HDG6L9DBR,dinein,lt2,Choco Diagram,Signature drinks,1,"20,000",non-tunai
02-06-2024 16:28:38,NL9GHR47ZMRVN,dinein,lt2,Chocolate - Ice,Non Coffee,1,"18,000",non-tunai
02-06-2024 16:28:38,NL9GHR47ZMRVN,dinein,lt2,French Fries,Light Meal,1,"17,000",non-tunai
02-06-2024 16:26:58,GD6YSZWG87DQG,dinein,lt1,Caramel Machiato - Ice,Coffee,1,"22,000",non-tunai
02-06-2024 16:24:17,BMV8HGQ9WKJN6,dinein,BMV8HGQ9WKJN6,Lychee Tea,Tea,1,"20,000",non-tunai
02-06-2024 16:21:48,9Y47FR6JV4G8N,dinein,lt 2,Matcha Latte - Ice,Non Coffee,1,"18,000",tunai
02-06-2024 16:20:37,GD6YSZWG87DZ8,dinein,GD6YSZWG87DZ8,Hazelnut Machiato - Ice,Coffee,1,"22,000",non-tunai
02-06-2024 16:19:36,9Y47FR6JV8LK9,dinein,2,Caramel Machiato - Ice,Coffee,1,"22,000",tunai
02-06-2024 16:16:28,8846HKWD8LZ7Y,dinein,lt 1,Chocolate - Ice,Non Coffee,1,"18,000",non-tunai
02-06-2024 16:16:28,8846HKWD8LZ7Y,dinein,lt 1,French Fries,Light Meal,1,"17,000",non-tunai
02-06-2024 16:12:36,NL9GHR47ZVW7G,dinein,lt 1,Oglio Olio - Oglio Olio Beef,Spaghetti,1,"25,000",non-tunai
02-06-2024 16:10:34,4QBY2PZW9YQRK,dinein,lt1,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
02-06-2024 16:10:34,4QBY2PZW9YQRK,dinein,lt1,Nasi Putih,Additional,1,"6,000",non-tunai
02-06-2024 16:09:27,QDLVSLGRYN6VM,dinein,lt2,Lemon Tea,Tea,1,"18,000",non-tunai
02-06-2024 16:03:11,VPGDCZDL4GQVV,dinein,"1, samping gelato",Mie Statistika Bisnis,MEE TIME,1,"20,000",non-tunai
02-06-2024 15:59:53,BMV8HGQ9W894W,dinein,2,Diagram Banana split,Dessert,1,"20,000",non-tunai
02-06-2024 15:59:53,BMV8HGQ9W894W,dinein,2,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
02-06-2024 15:58:35,BMV8HGQ9W89LN,dinein,ibat,Americano,Coffee,1,"18,000",non-tunai
02-06-2024 15:58:35,BMV8HGQ9W89LN,dinein,ibat,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
02-06-2024 15:58:35,BMV8HGQ9W89LN,dinein,ibat,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 15:58:35,BMV8HGQ9W89LN,dinein,ibat,Banana choco chiz,Light Meal,1,"27,500",non-tunai
02-06-2024 15:57:42,4QBY2PZW9YWRV,dinein,Lt 2,Sandwich,Light Meal,1,"28,000",non-tunai
02-06-2024 15:57:42,4QBY2PZW9YWRV,dinein,Lt 2,Mango Tea,Tea,1,"18,000",non-tunai
02-06-2024 15:52:04,GD6YSZWG8LQRG,dinein,lt 2,Matcha Latte - Ice,Non Coffee,1,"18,000",tunai
02-06-2024 15:52:04,GD6YSZWG8LQRG,dinein,lt 2,Coffee Latte - Ice,Coffee,1,"20,000",tunai
02-06-2024 15:52:04,GD6YSZWG8LQRG,dinein,lt 2,Hazelnut Machiato - Ice,Coffee,1,"22,000",tunai
02-06-2024 15:48:34,QDLVSLGRYNWJ9,dinein,Lt 2,Fish n chips,Light Meal,1,"30,000",non-tunai
02-06-2024 15:43:40,NL9GHR47ZV8LZ,dinein,lt 2,Mie Tek-Tek - Goreng,Fried Rice & Noodle,1,"22,000",non-tunai
02-06-2024 15:43:40,NL9GHR47ZV8LZ,dinein,lt 2,Chicken Teriyaki,Teriyaki Rice,1,"27,500",non-tunai
02-06-2024 15:43:40,NL9GHR47ZV8LZ,dinein,lt 2,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 15:39:05,M8GQHGKMDJD6R,dinein,Lt 3,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",tunai
02-06-2024 15:39:05,M8GQHGKMDJD6R,dinein,Lt 3,Fettuccine Carbonara,Spaghetti,1,"30,000",tunai
02-06-2024 15:39:05,M8GQHGKMDJD6R,dinein,Lt 3,Matcha Latte - Ice,Non Coffee,1,"18,000",tunai
02-06-2024 15:39:05,M8GQHGKMDJD6R,dinein,Lt 3,Red velvet,Non Coffee,1,"18,000",tunai
02-06-2024 15:23:15,9Y47FR6JV8MZG,dinein,9Y47FR6JV8MZG,Gelato 1 scoop - Integrity Berry & cheese,GELATO,1,"20,000",non-tunai
02-06-2024 15:19:02,GD6YSZWG8LJQG,dinein,lt2,Jelly Spanish Latte,Coffee,1,"22,000",non-tunai
02-06-2024 15:19:02,GD6YSZWG8LJQG,dinein,lt2,Orange Dynamic,Non Coffee,1,"20,000",non-tunai
02-06-2024 15:17:26,L6K7CLZ9MKDDJ,dinein,lt1,Mie Desain Grafis,MEE TIME,1,"17,000",tunai
02-06-2024 15:17:26,L6K7CLZ9MKDDJ,dinein,lt1,Americano,Coffee,1,"18,000",tunai
02-06-2024 15:16:13,WP9KCMKG4PD6W,dinein,lt1,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
02-06-2024 15:16:13,WP9KCMKG4PD6W,dinein,lt1,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 15:15:31,D84KHVY8ZWNQD,dinein,lt1,Mie Statistika Bisnis,MEE TIME,1,"20,000",non-tunai
02-06-2024 15:15:31,D84KHVY8ZWNQD,dinein,lt1,Mango Tea,Tea,1,"18,000",non-tunai
02-06-2024 15:12:10,NL9GHR47ZVJZ8,dinein,lt2,Lychee Tea,Tea,1,"20,000",non-tunai
02-06-2024 15:09:59,9Y47FR6JV8BZY,dinein,lt1,Kopi susu diagram - Strong,Coffee,1,"20,000",tunai
02-06-2024 14:32:57,NL9GHR47ZVB9D,dinein,lt2,Chocolate - Ice,Non Coffee,1,"18,000",non-tunai
02-06-2024 14:27:36,ZVLYFRMW9G4KZ,dinein,ZVLYFRMW9G4KZ,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 14:20:07,WP9KCMKG4PNZR,dinein,WP9KCMKG4PNZR,Gelato 1 scoop - Mascarpone Pistacheese,GELATO,1,"20,000",non-tunai
02-06-2024 14:19:16,6GBJ3WJGDLWGQ,dinein,6GBJ3WJGDLWGQ,Gelato 1 scoop - Peppermint Choco Swirl,GELATO,1,"20,000",non-tunai
02-06-2024 14:12:12,KLQ6HDG6LNJQ6,dinein,lt2,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
02-06-2024 14:12:12,KLQ6HDG6LNJQ6,dinein,lt2,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 14:06:29,6GBJ3WJGD7YRJ,dinein,lt2,Koyak coffee,Coffee,1,"18,000",non-tunai
02-06-2024 14:03:10,BMV8HGQ9WYDRY,dinein,BMV8HGQ9WYDRY,Kopi susu diagram - Strong,Coffee,1,"20,000",tunai
02-06-2024 14:03:10,BMV8HGQ9WYDRY,dinein,BMV8HGQ9WYDRY,Mineral Water,Non Coffee,1,"10,000",tunai
02-06-2024 14:03:10,BMV8HGQ9WYDRY,dinein,BMV8HGQ9WYDRY,Gelato 1 scoop - Coffee & Crumble,GELATO,1,"20,000",tunai
02-06-2024 14:01:13,BMV8HGQ9WYDYV,dinein,BMV8HGQ9WYDYV,Mie Tek-Tek - Goreng,Fried Rice & Noodle,1,"22,000",non-tunai
02-06-2024 14:01:13,BMV8HGQ9WYDYV,dinein,BMV8HGQ9WYDYV,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 14:00:18,GD6YSZWG8Y6DJ,dinein,lt2,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 14:00:18,GD6YSZWG8Y6DJ,dinein,lt2,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
02-06-2024 14:00:18,GD6YSZWG8Y6DJ,dinein,lt2,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 13:44:41,NL9GHR47ZB7ZK,dinein,lt2,Banana Diagram,Signature drinks,1,"22,000",non-tunai
02-06-2024 13:44:41,NL9GHR47ZB7ZK,dinein,lt2,Choco berries,Signature drinks,1,"20,000",non-tunai
02-06-2024 13:41:18,6GBJ3WJGD7GPZ,takeaway,6GBJ3WJGD7GPZ,Kopi susu diagram - Creamy,Coffee,1,"20,000",tunai
02-06-2024 13:36:50,6GBJ3WJGD79NN,dinein,lt1,Paket Chicken Teriyaki + lychee tea,MENU PAKET,1,"45,000",non-tunai
02-06-2024 13:35:11,P7WL2PJGMVDRK,dinein,lt2,Mie Ekonomi Mikro,MEE TIME,1,"8,000",non-tunai
02-06-2024 13:35:11,P7WL2PJGMVDRK,dinein,lt2,Chicken Chilli,Additional,1,"8,000",non-tunai
02-06-2024 13:35:11,P7WL2PJGMVDRK,dinein,lt2,Tropical mango,Mocktail,1,"22,000",non-tunai
02-06-2024 13:31:40,8846HKWD8BP8W,dinein,lt2,Rice Chicken Katsu Mentai,Curry,1,"28,000",non-tunai
02-06-2024 13:31:40,8846HKWD8BP8W,dinein,lt2,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 13:30:00,NL9GHR47ZB8Y8,dinein,lt2,Chicken Katsu Curry,Curry,1,"35,000",tunai
02-06-2024 13:30:00,NL9GHR47ZB8Y8,dinein,lt2,Mango Tea,Tea,1,"18,000",tunai
02-06-2024 13:27:09,9Y47FR6JV79GM,dinein,pikpel,Lychee Tea,Tea,1,"20,000",non-tunai
02-06-2024 13:26:25,9Y47FR6JV7VKM,dinein,9Y47FR6JV7VKM,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 13:26:25,9Y47FR6JV7VKM,dinein,9Y47FR6JV7VKM,White NutCrush,Croissant,1,"32,000",non-tunai
02-06-2024 13:25:23,D84KHVY8ZLZRY,dinein,lt2,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
02-06-2024 13:25:23,D84KHVY8ZLZRY,dinein,lt2,Sirloin Steak - French Fries - Mushroom - Well Done,Steak,1,"49,000",non-tunai
02-06-2024 13:14:58,YBMWF8RG64NBJ,dinein,lt2,Chocolate - Ice,Non Coffee,1,"18,000",tunai
02-06-2024 13:11:24,GD6YSZWG8YVRZ,dinein,lt2,Diagram Banana split,Dessert,1,"20,000",non-tunai
02-06-2024 13:11:24,GD6YSZWG8YVRZ,dinein,lt2,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
02-06-2024 13:06:22,JGDR3GRV9JMDK,dinein,lt1,Tofu Salt n Pepper,Light Meal,1,"20,000",tunai
02-06-2024 13:05:07,8846HKWD8BGPM,dinein,lt2,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
02-06-2024 13:05:07,8846HKWD8BGPM,dinein,lt2,Lemon Tea,Tea,1,"18,000",non-tunai
02-06-2024 13:02:11,8846HKWD8BGL7,dinein,lt2,Hazelnut Machiato - Ice,Coffee,1,"22,000",tunai
02-06-2024 12:54:14,WP9KCMKG48QM4,dinein,WP9KCMKG48QM4,Tea - Ice,Tea,1,"10,000",tunai
02-06-2024 12:53:30,GD6YSZWG8YB6J,dinein,lt2,Vietnam drip,Coffee,1,"20,000",non-tunai
02-06-2024 12:53:30,GD6YSZWG8YB6J,dinein,lt2,Mineral Water,Non Coffee,1,"10,000",non-tunai
02-06-2024 12:51:45,VPGDCZDL4M746,dinein,lt2,Kopi susu diagram - Strong,Coffee,1,"20,000",tunai
02-06-2024 12:51:45,VPGDCZDL4M746,dinein,lt2,Mango Sunrise,Signature drinks,1,"22,000",tunai
02-06-2024 12:51:45,VPGDCZDL4M746,dinein,lt2,Toast Chicken Mentai,Light Meal,1,"25,000",tunai
02-06-2024 12:51:45,VPGDCZDL4M746,dinein,lt2,Triple Choco,Croissant,1,"32,000",tunai
02-06-2024 12:41:51,VPGDCZDL4MR8V,dinein,lt2,Kampung Fried Rice - Sedang,Fried Rice & Noodle,1,"20,000",non-tunai
02-06-2024 12:41:51,VPGDCZDL4MR8V,dinein,lt2,Tea - Ice,Tea,1,"10,000",non-tunai
02-06-2024 12:40:28,GD6YSZWG8YMDK,dinein,lt2,Coffee Latte - Ice,Coffee,1,"20,000",non-tunai
02-06-2024 12:38:33,P7WL2PJGMVJDN,dinein,lt1,Lamb Fried Rice - Sedang,Fried Rice & Noodle,1,"25,000",non-tunai
02-06-2024 12:38:33,P7WL2PJGMVJDN,dinein,lt1,Mango Yuogi,Signature drinks,1,"20,000",non-tunai
02-06-2024 12:37:11,YBMWF8RG64RYK,dinein,lt2,Tofu Salt n Pepper,Light Meal,1,"20,000",non-tunai
02-06-2024 12:37:11,YBMWF8RG64RYK,dinein,lt2,Mango Yuogi,Signature drinks,1,"20,000",non-tunai
02-06-2024 12:35:18,M8GQHGKMDRKJ9,dinein,lt1,Espresso,Coffee,1,"18,000",non-tunai
02-06-2024 12:35:18,M8GQHGKMDRKJ9,dinein,lt1,Kampung Fried Rice - Pedas,Fried Rice & Noodle,1,"20,000",non-tunai
02-06-2024 12:30:12,BMV8HGQ9WYKPR,onlineorder,BMV8HGQ9WYKPR,Kopi susu diagram - Strong,Coffee,1,"20,000",non-tunai
02-06-2024 12:30:12,BMV8HGQ9WYKPR,onlineorder,BMV8HGQ9WYKPR,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 12:30:12,BMV8HGQ9WYKPR,onlineorder,BMV8HGQ9WYKPR,Cappuccino,Coffee,1,"20,000",non-tunai
02-06-2024 12:22:31,NL9GHR47ZBV48,dinein,lt2,Coffee Latte - Hot,Coffee,1,"20,000",non-tunai
02-06-2024 12:17:44,NL9GHR47ZBBPD,dinein,bwh,Red velvet,Non Coffee,1,"18,000",non-tunai
02-06-2024 12:13:55,VPGDCZDL4MMZ4,dinein,atas,Matcha Latte - Ice,Non Coffee,1,"18,000",non-tunai
02-06-2024 12:12:43,BMV8HGQ9WYV94,dinein,bwh,Dory with Cheese sauce,Teriyaki Rice,1,"30,000",non-tunai
02-06-2024 12:12:43,BMV8HGQ9WYV94,dinein,bwh,Kopi susu diagram - Creamy,Coffee,1,"20,000",non-tunai
02-06-2024 12:03:28,9Y47FR6JV7RPR,takeaway,kak melon,Chicken Teriyaki,Teriyaki Rice,1,"27,500",non-tunai
02-06-2024 12:03:28,9Y47FR6JV7RPR,takeaway,kak melon,Chicken Katsudon,KATSU,1,"35,000",non-tunai
02-06-2024 12:03:28,9Y47FR6JV7RPR,takeaway,kak melon,Koyak coffee,Coffee,1,"18,000",non-tunai
